aggregate_date,place_name,region,place_type,carrier_name,aggregation_period,technology_type,sample_count,mean_download_kbps,mean_upload_kbps,mean_latency_ms,median_download_kbps,median_upload_kbps,median_latency_ms,iso_anomaly,iso_score,ocsvm_anomaly,ocsvm_score,ae_mse,ae_anomaly,ae_threshold,all_methods,download_score,upload_score,latency_score,worst_score,detection_methods,methods_count
2026-03-12,City_597DED92,Giza,locality,Operator B,Day,5G,11,585211,40483,16,597860,39125,14,1,-0.08751817446121934,1,-7.935253545879874,0.014241965614823012,1,0.007742804297153958,3,0.11740335657923312,0.5160488218909517,0.05714285714285714,0.2673139641527408,"IsolationForest, OC-SVM, Autoencoder",3
2026-03-12,City_DBF60312,Port Said,locality,Operator B,Day,5G,6,378425,64213,24,398228,63939,17,1,-0.07583121925297365,1,-7.586862138798807,0.016931659378080405,1,0.007742804297153958,3,0.4292714340870153,0.232370204779381,0.08571428571428572,0.34389690030496806,"IsolationForest, OC-SVM, Autoencoder",3
2026-03-12,City_6C104ED4,Assiut,locality,Operator C,Day,Multi-RAT,7,186298,17008,215,15528,10104,84,1,-0.1338800517563048,1,-39.210449163808995,0.020319267148278926,1,0.007742804297153958,3,0.7190312733766077,0.7966790594254701,0.7678571428571429,0.7773054640928799,"IsolationForest, OC-SVM, Autoencoder",3
2026-03-12,City_5F972B50,Gharbia,locality,Operator C,Day,Multi-RAT,7,351042,39379,69,335741,27045,48,1,-0.05111182701468209,1,-11.07067584364728,0.00786180316491395,1,0.007742804297153958,3,0.4705696049805748,0.529246512295131,0.24642857142857144,0.4680057158798276,"IsolationForest, OC-SVM, Autoencoder",3
2026-03-13,City_991D2D87,Giza,locality,Operator C,Day,5G,9,314367,5490,33,355646,6261,26,1,-0.007591925095763119,1,-10.622917443368415,0.02726201113614235,1,0.007742804297153958,3,0.5258816751526266,0.9343701808705216,0.11785714285714285,0.5325838490922978,"IsolationForest, OC-SVM, Autoencoder",3
2026-03-13,City_4E7B7763,Cairo,locality,Operator B,Day,5G,30,361945,31550,68,319850,29443,33,1,-0.04329861892799003,1,-8.461557703909357,0.00847832921463518,1,0.007742804297153958,3,0.454126046668758,0.6228377425254928,0.24285714285714285,0.4790751100297446,"IsolationForest, OC-SVM, Autoencoder",3
2026-03-13,City_4CCAF1A9,Sharqia,locality,Operator B,Day,5G,7,335152,60262,41,262266,61266,42,1,-0.07804995283276073,1,-7.106354510521257,0.020467788358609792,1,0.007742804297153958,3,0.4945343983011993,0.2796021565791204,0.14642857142857144,0.3976627620648753,"IsolationForest, OC-SVM, Autoencoder",3
2026-03-13,City_A8197277,Giza,locality,Operator B,Day,5G,18,487319,33822,17,428374,35727,14,1,-0.03758843697483372,1,-0.46640048005276213,0.008037495078760693,1,0.007742804297153958,3,0.2650409618493762,0.5956772782154427,0.060714285714285714,0.34336612609712475,"IsolationForest, OC-SVM, Autoencoder",3
2026-03-14,City_029147EC,Port Said,locality,Operator B,Day,Multi-RAT,10,131242,17546,165,43716,14703,25,1,-0.11507402311266124,1,-37.22787962110878,0.012991842610362144,1,0.007742804297153958,3,0.8020649839530899,0.7902475762393755,0.5892857142857143,0.7556612231148254,"IsolationForest, OC-SVM, Autoencoder",3
2026-03-14,City_597DED92,Giza,locality,Operator B,Day,5G,23,487816,24785,17,462187,13074,15,1,-0.048262644260069876,1,-6.412100131055595,0.019311844290332475,1,0.007742804297153958,3,0.26429140223450204,0.7037094595402327,0.060714285714285714,0.36467273851613313,"IsolationForest, OC-SVM, Autoencoder",3
2026-03-14,City_ED8D0F0F,Ismailia,locality,Operator B,Day,5G,10,519521,31919,27,564225,22399,25,1,-0.031189597837164462,1,-2.65200317144766,0.013505883275291466,1,0.007742804297153958,3,0.21647492821119182,0.6184265579610525,0.09642857142857143,0.3392038543052587,"IsolationForest, OC-SVM, Autoencoder",3
2026-03-15,City_637E7076,Monufia,locality,Operator B,Day,Multi-RAT,5,220399,62883,43,126162,89448,46,1,-0.04711590618195205,1,-20.38966339628987,0.04616532286671946,1,0.007742804297153958,3,0.667601228252214,0.24826959629890857,0.15357142857142858,0.462765839132096,"IsolationForest, OC-SVM, Autoencoder",3
2026-03-15,City_92FEEEFE,Port Said,locality,Operator B,Day,5G,11,127973,28309,76,68793,28451,38,1,-0.023097260502653483,1,-4.538412620389991,0.01148542569349352,1,0.007742804297153958,3,0.8069951859269805,0.6615820492283415,0.2714285714285714,0.6365430556450319,"IsolationForest, OC-SVM, Autoencoder",3
2026-03-15,City_92FEEEFE,Port Said,locality,Operator B,Day,Multi-RAT,11,131574,26471,76,86272,28288,38,1,-0.021134948162233047,1,-2.8279316735498057,0.010187970299911205,1,0.007742804297153958,3,0.801564272097681,0.6835542910425458,0.2714285714285714,0.638765138476153,"IsolationForest, OC-SVM, Autoencoder",3
2026-03-15,City_57D38A6C,Giza,locality,Operator A,Day,Multi-RAT,22,155336,19086,117,86960,10541,24,1,-0.05829532806926019,1,-21.53403519885438,0.043510020642311485,1,0.007742804297153958,3,0.7657271783982047,0.7718377544799225,0.41785714285714287,0.6860155651124092,"IsolationForest, OC-SVM, Autoencoder",3
2026-03-15,City_48EEE92A,Giza,locality,Operator C,Day,Multi-RAT,19,184901,10404,78,37370,8525,30,1,-0.028863838096901295,1,-4.792706293130884,0.01445140372450192,1,0.007742804297153958,3,0.7211381844067469,0.8756261132562672,0.2785714285714286,0.6471519249853809,"IsolationForest, OC-SVM, Autoencoder",3
2026-03-15,City_5F972B50,Gharbia,locality,Operator C,Day,Multi-RAT,9,292793,36591,78,104626,37454,73,1,-0.07582421551083762,1,-14.113985108379232,0.011410980997443282,1,0.007742804297153958,3,0.5584188967447696,0.5625754623375692,0.2785714285714286,0.5194540797368503,"IsolationForest, OC-SVM, Autoencoder",3
2026-03-15,City_62ACE206,Alexandria,locality,Operator C,Day,5G,6,226455,31292,81,245070,21914,41,1,-0.05491371861531713,1,-10.461026517516821,0.011998716223814999,1,0.007742804297153958,3,0.6584677613957192,0.6259219853916869,0.2892857142857143,0.5753572159223393,"IsolationForest, OC-SVM, Autoencoder",3
2026-03-16,City_5F972B50,Gharbia,locality,Operator B,Day,5G,7,377502,57607,39,302185,55447,43,1,-0.07293582956111133,1,-1.0221000191754115,0.010481682198888726,1,0.007742804297153958,3,0.43066347337178157,0.3113411674696059,0.1392857142857143,0.37631933712834814,"IsolationForest, OC-SVM, Autoencoder",3
2026-03-16,City_57D38A6C,Giza,locality,Operator A,Day,5G,6,299318,34673,75,297965,30109,25,1,-0.06297649012709705,1,-10.560752898720338,0.009579196913066596,1,0.007742804297153958,3,0.5485780989840979,0.5855040585288879,0.26785714285714285,0.5168891941565597,"IsolationForest, OC-SVM, Autoencoder",3
2026-03-16,City_57D38A6C,Giza,locality,Operator B,Day,5G,18,528206,37033,21,481034,32101,18,1,-0.05889538193804067,1,-0.8752462309002738,0.00963334869377047,1,0.007742804297153958,3,0.20337648705388384,0.5572916044040119,0.075,0.3153089157023559,"IsolationForest, OC-SVM, Autoencoder",3
2026-03-16,City_50C9176B,Dakahlia,locality,Operator B,Day,Multi-RAT,6,92600,25865,105,13295,13769,46,1,-0.06336535563013657,1,-16.20955866471094,0.03417102425356628,1,0.007742804297153958,3,0.8603436210516155,0.6907986754491877,0.375,0.6947971835104837,"IsolationForest, OC-SVM, Autoencoder",3
2026-03-16,City_991D2D87,Giza,locality,Operator C,Day,5G,7,417036,20712,47,442492,8673,32,1,-0.007651491902528229,1,-6.647519815496857,0.017571089744510885,1,0.007742804297153958,3,0.37103955020390433,0.7523998517650715,0.16785714285714284,0.44925293329171895,"IsolationForest, OC-SVM, Autoencoder",3
2026-03-16,City_0FA635E3,Assiut,locality,Operator B,Day,5G,6,351603,22890,62,381084,18054,49,1,-0.029171006888362383,1,-5.4711560836277044,0.011558235934337753,1,0.007742804297153958,3,0.4697235225983929,0.726363103848131,0.22142857142857142,0.4995906012375548,"IsolationForest, OC-SVM, Autoencoder",3
2026-03-16,City_43C40FF1,Port Said,locality,Operator B,Day,5G,5,545717,34513,19,756540,21677,17,1,-0.059663274586393644,1,-4.946142528343209,0.014845246953480605,1,0.007742804297153958,3,0.176966953017543,0.5874167672831168,0.06785714285714285,0.30862727752078345,"IsolationForest, OC-SVM, Autoencoder",3
2026-03-17,City_E296EE6D,Port Said,locality,Operator B,Day,5G,6,378873,64838,22,352289,67108,22,1,-0.08214716729959848,1,-9.230994199002915,0.01769890651818383,1,0.007742804297153958,3,0.4285957747158611,0.22489868620817444,0.07857142857142857,0.33998947569940796,"IsolationForest, OC-SVM, Autoencoder",3
2026-03-17,City_B044FCA9,Port Said,locality,Operator B,Day,5G,5,630607,51053,21,570634,41522,21,1,-0.11914081049019065,1,-10.546460628349735,0.009190726546805915,1,0.007742804297153958,3,0.04893855119326271,0.3896904998147063,0.075,0.22001352044024636,"IsolationForest, OC-SVM, Autoencoder",3
2026-03-17,City_991D2D87,Giza,locality,Operator C,Day,5G,7,507334,38199,47,566669,27595,14,1,-0.0720975345985354,1,-8.724863601260665,0.007883847735559224,1,0.007742804297153958,3,0.23485497454212012,0.5433527393575689,0.16785714285714284,0.35296968054550476,"IsolationForest, OC-SVM, Autoencoder",3
2026-03-17,City_6E6D448F,Giza,locality,Operator C,Day,5G,5,220989,4358,59,305768,3900,39,1,-0.027471494015649967,1,-9.840994361782833,0.018901251212877057,1,0.007742804297153958,3,0.6667114089910958,0.9479025953066909,0.21071428571428572,0.6194793683720622,"IsolationForest, OC-SVM, Autoencoder",3
2026-03-18,City_35C8F510,Dakahlia,locality,Operator B,Day,5G,5,141255,51235,19,109772,44968,19,1,-0.01715495056764782,1,-14.447206401808508,0.03415178719353222,1,0.007742804297153958,3,0.7869636953741463,0.387514793606771,0.06785714285714285,0.5126455797281556,"IsolationForest, OC-SVM, Autoencoder",3
