aggregate_date,place_name,region,place_type,carrier_name,aggregation_period,technology_type,sample_count,mean_download_kbps,mean_upload_kbps,mean_latency_ms,median_download_kbps,median_upload_kbps,median_latency_ms,iso_anomaly,iso_score,ocsvm_anomaly,ocsvm_score,ae_mse,ae_anomaly,ae_threshold,all_methods,download_score,upload_score,latency_score,worst_score
2026-03-01,City_6E6D448F,Giza,locality,Operator C,Day,Multi-RAT,10,107939,7234,33,52432,6412,32,0,0.11483095975363655,0,7.035268290581186,0.003127384839349972,0,0.007742804297153958,0,0.8372098284307811,0.9135216554494268,0.11785714285714285,0.5529454053193407
2026-03-01,City_6E6D448F,Giza,locality,Operator C,Day,5G,6,159832,8455,30,133094,5283,21,0,0.1180215984094048,0,6.0219362579304345,0.00550396817076628,0,0.007742804297153958,0,0.7589464539948361,0.8989252967687177,0.10714285714285714,0.5155064980945352
2026-03-01,City_D66722F5,Giza,locality,Operator C,Day,5G,8,242141,21468,57,182113,4046,39,0,0.048093030302826856,0,3.397163736988688,0.004315596656802958,0,0.007742804297153958,0,0.6348106343958881,0.7433623029013401,0.20357142857142857,0.4636681429100519
2026-03-01,City_D66722F5,Giza,locality,Operator C,Day,Multi-RAT,9,215102,19511,57,166143,4459,45,0,0.0646542647718723,0,3.893534792711165,0.0040273474762370955,0,0.007742804297153958,0,0.6755899954151685,0.766757121851502,0.20357142857142857,0.4846588511077964
2026-03-01,City_74CA9526,Minya,locality,Operator B,Day,Multi-RAT,9,189599,28782,45,89748,32497,38,0,0.11155232208591243,0,7.018471855361533,0.0016530080536928816,0,0.007742804297153958,0,0.7140528100190633,0.6559276039736525,0.16071428571428573,0.46502093051664156
2026-03-01,City_74CA9526,Minya,locality,Operator B,Day,LTE,5,94476,18838,48,89748,20343,54,0,0.14755861701665174,0,6.8864731907455905,0.0011048689698019074,0,0.007742804297153958,0,0.8575142974349075,0.7748024530489773,0.17142857142857143,0.5493947810123299
2026-03-01,City_D66722F5,Giza,locality,Operator A,Day,LTE,9,94442,22729,33,95333,21042,34,0,0.16817831360222651,0,7.939571883890899,0.001659627949096894,0,0.007742804297153958,0,0.8575655751550397,0.7282877670320738,0.11785714285714285,0.5240409263255735
2026-03-01,City_62ACE206,Alexandria,locality,Operator A,Day,5G,6,514749,30256,27,568283,22510,26,1,-0.03240186665409395,1,-3.2195585062709995,0.014764448474898863,1,0.007742804297153958,3,0.2236719070485751,0.6383067745753189,0.09642857142857143,0.34605868916306526
2026-03-01,City_62ACE206,Alexandria,locality,Operator A,Day,Multi-RAT,12,288151,17325,29,179525,10537,27,0,0.10296390656523674,0,5.392079798057011,0.007070647463953907,0,0.007742804297153958,0,0.5654198137110591,0.7928895052061541,0.10357142857142858,0.41581725509708306
2026-03-01,City_62ACE206,Alexandria,locality,Operator A,Day,LTE,7,119122,6859,28,45940,2853,28,0,0.10054545621212357,0,5.584982675136487,0.004252199997885116,0,0.007742804297153958,0,0.820343983011993,0.9180045665921507,0.1,0.5417385065232274
2026-03-01,City_62ACE206,Alexandria,locality,Operator B,Day,5G,33,442911,33015,36,440957,26550,34,0,0.010942218896701439,0,2.8712958641289745,0.00501060532942743,0,0.007742804297153958,0,0.3320156970150334,0.6053245029945846,0.12857142857142856,0.2924426079763589
2026-03-01,City_62ACE206,Alexandria,locality,Operator B,Day,LTE,29,126919,13377,46,122413,10126,38,0,0.1544625681785175,0,7.785311524608886,0.0014177897228603669,0,0.007742804297153958,0,0.8085847952510798,0.8400855937167517,0.16428571428571428,0.5407367511294966
2026-03-01,City_62ACE206,Alexandria,locality,Operator B,Day,Multi-RAT,61,292058,23351,41,212724,15941,37,0,0.09667512976980935,0,5.824607887138278,0.0030861071541672344,0,0.007742804297153958,0,0.5595274004005695,0.720852111750009,0.14642857142857144,0.41190995393880103
2026-03-01,City_9BABC4DA,Cairo,locality,Operator B,Day,Multi-RAT,13,123540,29151,33,61901,27830,33,0,0.137414933022385,0,7.3243421243020705,0.004069248390018249,0,0.007742804297153958,0,0.8136808957312807,0.6515164194092121,0.11785714285714285,0.4911327850314976
2026-03-01,City_9BABC4DA,Cairo,locality,Operator B,Day,LTE,5,52048,29673,39,55583,27830,38,0,0.1085385567617802,0,2.7411521484586387,0.01033568651730801,1,0.007742804297153958,1,0.9215028594869815,0.6452762070985404,0.1392857142857143,0.5727754328335484
2026-03-01,City_9BABC4DA,Cairo,locality,Operator B,Day,5G,8,168222,28825,30,158789,28227,28,0,0.1478457771270733,0,7.6623424662346125,0.001657804880886908,0,0.007742804297153958,0,0.7462929224680872,0.6554135634959535,0.10714285714285714,0.46174273882928274
2026-03-01,City_33B53573,Sharqia,locality,Operator B,Day,Multi-RAT,5,74348,6075,40,62230,4601,38,0,0.13585044957865222,0,6.39128266428046,0.0022428562012536605,0,0.007742804297153958,0,0.8878707077531913,0.9273768394878722,0.14285714285714285,0.5834807938559938
2026-03-01,City_AF966A25,Minya,locality,Operator B,Day,LTE,6,31549,14797,47,24770,15730,50,0,0.153139475393133,0,4.676369305817403,0.0012291202714852293,0,0.007742804297153958,0,0.9524188002220023,0.8231103035229704,0.16785714285714284,0.5959467236505379
2026-03-01,City_AF966A25,Minya,locality,Operator B,Day,Multi-RAT,8,104449,18623,46,39364,18987,50,0,0.15348672938468955,0,7.599270434433642,0.0007211135508651945,0,0.007742804297153958,0,0.8424733355855313,0.7773726554374724,0.16428571428571428,0.5417495796074213
2026-03-01,City_B8DF22FB,Dakahlia,locality,Operator B,Day,LTE,8,49746,7874,52,35328,7004,38,0,0.12384303201488844,0,5.665012974784844,0.0006216283404395847,0,0.007742804297153958,0,0.9249746627735818,0.9058708204325112,0.18571428571428572,0.6068783149102207
2026-03-01,City_6A86D985,Giza,locality,Operator A,Day,LTE,71,89404,16143,29,68604,10736,25,0,0.17699779423299794,0,8.765625018964123,0.00020133096366562928,0,0.007742804297153958,0,0.8651637267440457,0.8070196411280199,0.10357142857142858,0.5385408474946508
2026-03-01,City_6A86D985,Giza,locality,Operator C,Day,5G,76,282219,15365,31,222094,6401,24,0,0.09874039486535002,0,4.43088842197443,0.008546849701690663,1,0.007742804297153958,1,0.5743662677058952,0.8163201874454579,0.11071428571428571,0.4595581636190687
2026-03-01,City_6A86D985,Giza,locality,Operator C,Day,LTE,67,30721,10640,35,21648,6692,29,0,0.1547964447495883,0,5.8591561189032575,2.0382559980133348e-05,0,0.007742804297153958,0,0.9536675635240462,0.8728048678437795,0.125,0.5935279989783744
2026-03-01,City_6A86D985,Giza,locality,Operator A,Day,5G,71,246452,29846,28,212928,22992,23,0,0.14559688501710533,0,6.954326779686909,0.00011015277362548061,0,0.007742804297153958,0,0.6283089211167684,0.6432080907580304,0.1,0.4099651865983135
2026-03-01,City_6A86D985,Giza,locality,Operator A,Day,Multi-RAT,136,169562,23326,28,128264,17058,23,0,0.16879394156517913,0,8.597540783018403,0.00017407076728449288,0,0.007742804297153958,0,0.7442719770275814,0.7211509724928572,0.1,0.471938985309604
2026-03-01,City_6A86D985,Giza,locality,Operator B,Day,5G,106,396341,32202,18,376017,25412,16,0,0.06007919653679861,0,3.0943612786907124,0.0029114285766909044,0,0.007742804297153958,0,0.40225109191380515,0.6150434543520101,0.06428571428571428,0.3031948419216384
2026-03-01,City_57D38A6C,Giza,locality,Operator A,Day,LTE,10,88041,12347,39,86671,7398,26,0,0.1779898741274954,0,9.101255984476929,0.0003197882495962222,0,0.007742804297153958,0,0.8672193600540528,0.8523986563221001,0.1392857142857143,0.5591531895717555
2026-03-01,City_57D38A6C,Giza,locality,Operator A,Day,5G,9,266690,26334,23,271781,18909,24,0,0.13791401412967186,0,5.935258421301633,0.0007333027141327268,0,0.007742804297153958,0,0.5977866122921744,0.6851920479133543,0.08214285714285714,0.40079591164239775
2026-03-01,City_57D38A6C,Giza,locality,Operator A,Day,Multi-RAT,18,163179,17644,33,92675,10745,26,0,0.16639013899773114,0,9.678354845609569,0.0004828950660974828,0,0.007742804297153958,0,0.7538986148982891,0.7890760421274103,0.11785714285714285,0.4947317972419406
2026-03-01,City_57D38A6C,Giza,locality,Operator B,Day,5G,19,592183,55705,23,577685,42680,14,1,-0.1290475180517734,1,-5.605648769435021,0.0023794278609614726,0,0.007742804297153958,2,0.10688840761564634,0.33407849278550167,0.08214285714285714,0.20088058541288267
2026-03-01,City_57D38A6C,Giza,locality,Operator B,Day,Multi-RAT,28,409834,43745,21,270944,22920,16,0,0.015521043419924774,0,5.827690818293803,0.00022999022890133163,0,0.007742804297153958,0,0.38190137786250333,0.4770534721641104,0.075,0.27067124557782346
2026-03-01,City_57D38A6C,Giza,locality,Operator B,Day,LTE,12,97610,20608,18,79481,16436,19,0,0.11402663926190615,0,2.269702211410575,0.001971873749437836,0,0.007742804297153958,0,0.8527876981733066,0.7536431124553203,0.06428571428571428,0.511129416046101
2026-03-01,City_17921ECA,Dakahlia,locality,Operator A,Day,Multi-RAT,5,6955,6073,50,3719,7139,56,0,0.09065613163857911,0,2.590273096014876,0.0007912582272847873,0,0.007742804297153958,0,0.9895106898964793,0.9274007483473001,0.17857142857142858,0.6348558541994804
2026-03-01,City_17921ECA,Dakahlia,locality,Operator A,Day,LTE,5,6955,6073,50,3719,7139,56,0,0.09065613163857911,0,2.590273096014876,0.0007912582272847873,0,0.007742804297153958,0,0.9895106898964793,0.9274007483473001,0.17857142857142858,0.6348558541994804
2026-03-01,City_54AAE17C,Port Said,locality,Operator B,Day,5G,46,366983,40931,23,305866,32409,20,0,0.06944434799818222,0,5.948408507483485,0.0003032284963440255,0,0.007742804297153958,0,0.44652789507975194,0.5106932373791109,0.08214285714285714,0.3053926626505801
2026-03-01,City_54AAE17C,Port Said,locality,Operator B,Day,LTE,54,85339,21345,42,54123,17189,28,0,0.16313070778322614,0,7.1572339544964265,0.0016020168176906447,0,0.007742804297153958,0,0.8712944306363264,0.7448326977561536,0.15,0.5424843118057613
2026-03-01,City_6A954AAB,Fayoum,locality,Operator B,Day,Multi-RAT,7,190282,18087,43,12548,4657,35,0,0.14489072314682716,0,7.432731159858449,0.001494388601036261,0,0.007742804297153958,0,0.713022731111701,0.7837802297641391,0.15357142857142858,0.4880365669689368
2026-03-01,City_4B1C9BB1,Sharqia,locality,Operator A,Day,Multi-RAT,44,107969,20864,35,59785,13546,34,0,0.1657784414331575,0,8.952901844839324,0.0005446507012433434,0,0.007742804297153958,0,0.8371645833836056,0.7505827784485541,0.125,0.522482389043153
2026-03-01,City_4B1C9BB1,Sharqia,locality,Operator A,Day,LTE,38,67092,15848,36,41563,10514,34,0,0.17219925205420827,0,8.241626736389044,0.00019483028558685075,0,0.007742804297153958,0,0.8988139764967061,0.8105461978936295,0.12857142857142856,0.560206258748837
2026-03-01,City_4B1C9BB1,Sharqia,locality,Operator C,Day,LTE,23,39046,8922,53,30788,5445,36,0,0.1348254732238593,0,5.322214928278605,0.00018179480556968535,0,0.007742804297153958,0,0.9411120629328443,0.8933425780923121,0.18928571428571428,0.6118990550773146
2026-03-01,City_4B1C9BB1,Sharqia,locality,Operator C,Day,Multi-RAT,34,105694,14042,40,51178,7546,34,0,0.17018766358336146,0,9.231367419351194,0.0003344424169361409,0,0.007742804297153958,0,0.8405956661277478,0.832135897956988,0.14285714285714285,0.5455225888996396
2026-03-01,City_4B1C9BB1,Sharqia,locality,Operator C,Day,5G,12,231458,23072,31,201516,23029,29,0,0.16129137585416492,0,8.323333142280703,0.0005492615994202228,0,0.007742804297153958,0,0.6509223956950846,0.7241873976401956,0.11071428571428571,0.4384207235203587
2026-03-01,City_0F57D34A,Fayoum,locality,Operator B,Day,Multi-RAT,8,98144,16640,49,97541,7638,44,0,0.14665417427124866,0,7.199329943391994,0.000895013359534768,0,0.007742804297153958,0,0.8519823363335827,0.8010782895601966,0.175,0.5535085924454723
2026-03-01,City_0F57D34A,Fayoum,locality,Operator B,Day,5G,5,162655,27876,39,130838,14717,38,0,0.14616648937650278,0,8.101705351042924,0.0015948949603150925,0,0.007742804297153958,0,0.7546888950556212,0.6667583172944734,0.1392857142857143,0.47701293576685755
2026-03-01,City_A7E0D7C3,Port Said,locality,Operator A,Day,LTE,6,125593,21097,39,118442,19125,39,0,0.16612886709408048,0,8.867214298135615,0.0003723597774473048,0,0.007742804297153958,0,0.8105846263362371,0.7477973963252083,0.1392857142857143,0.5155790440852508
2026-03-01,City_A7E0D7C3,Port Said,locality,Operator A,Day,Multi-RAT,6,125593,21097,39,118442,19125,39,0,0.16612886709408048,0,8.867214298135615,0.0003723597774473048,0,0.007742804297153958,0,0.8105846263362371,0.7477973963252083,0.1392857142857143,0.5155790440852508
2026-03-01,City_A7E0D7C3,Port Said,locality,Operator B,Day,5G,7,300658,18761,55,284390,13724,56,0,0.028879064899897444,1,-0.5171244120035894,0.009299966303843901,1,0.007742804297153958,2,0.5465571535435921,0.77572294413695,0.19642857142857142,0.499362688340065
2026-03-01,City_A7E0D7C3,Port Said,locality,Operator B,Day,Multi-RAT,11,204918,16927,54,231767,13724,56,0,0.08554401592338967,0,4.133491110031336,0.004140884686867529,0,0.007742804297153958,0,0.6909491807630125,0.7976473682322984,0.19285714285714287,0.4937662888088076
2026-03-01,City_B6170227,Port Said,locality,Operator B,Day,LTE,6,37293,12044,34,12683,8267,32,0,0.170751037310355,0,6.397029790620195,7.207836447168261e-05,0,0.007742804297153958,0,0.9437558818561328,0.856020848525421,0.12142857142857143,0.5851350938761088
2026-03-01,City_B6170227,Port Said,locality,Operator B,Day,Multi-RAT,10,200518,23258,30,96201,14189,30,0,0.1665227128628669,0,8.699891232268392,8.027532912840076e-05,0,0.007742804297153958,0,0.6975851210154195,0.7219638737134045,0.10714285714285714,0.45556968029170586
2026-03-01,City_7BEC3185,Sohag,locality,Operator B,Day,5G,7,134904,19449,45,39251,5528,43,0,0.15982034366122105,0,7.982369534182631,0.000548649638563318,0,0.007742804297153958,0,0.7965420718612003,0.7674982964937658,0.16071428571428573,0.5203307737575191
2026-03-01,City_7BEC3185,Sohag,locality,Operator B,Day,LTE,16,41204,7380,52,23710,4057,49,0,0.12718342493779783,0,5.188391607580897,0.0004177746836421851,0,0.007742804297153958,0,0.9378574358726864,0.911776308711193,0.18571428571428572,0.6132125218055989
2026-03-01,City_7BEC3185,Sohag,locality,Operator B,Day,Multi-RAT,22,71417,11463,50,36942,4092,46,0,0.15890426542260694,0,7.038630457313758,0.001147548041854836,0,0.007742804297153958,0,0.8922911488622379,0.8629663721892147,0.17857142857142858,0.5830811625541668
2026-03-01,City_DA47C9E3,Dakahlia,locality,Operator B,Day,Multi-RAT,5,25209,5818,46,18262,2561,40,0,0.12785380671167323,0,4.165716480694066,0.0006950088715948569,0,0.007742804297153958,0,0.9619805868584252,0.9304491279243524,0.16428571428571428,0.6201677746139549
2026-03-01,City_DA47C9E3,Dakahlia,locality,Operator B,Day,LTE,5,25209,5818,46,18262,2561,40,0,0.12785380671167323,0,4.165716480694066,0.0006950088715948569,0,0.007742804297153958,0,0.9619805868584252,0.9304491279243524,0.16428571428571428,0.6201677746139549
2026-03-01,City_4E7B7763,Cairo,locality,Operator C,Day,5G,17,333390,36481,29,288678,13810,29,0,0.09745118772058131,0,7.070451272173642,2.8430203629172362e-05,0,0.007742804297153958,0,0.4971917907386405,0.5638904496061016,0.10357142857142858,0.3427262347881051
2026-03-01,City_78A857E2,Giza,locality,Operator B,Day,Multi-RAT,8,254721,18397,19,129565,13649,18,0,0.11036513700158784,0,3.9838362642571,0.0045425462347530145,0,0.007742804297153958,0,0.6158378779469608,0.7800743565528206,0.06785714285714285,0.42270716534649133
2026-03-01,City_82C381D0,Ismailia,locality,Operator A,Day,LTE,14,88897,9951,30,81435,7236,26,0,0.16467650719748622,0,8.241543321635547,0.0011001413826573082,0,0.007742804297153958,0,0.8659283680413118,0.8810414699166776,0.10714285714285714,0.5547224983427174
2026-03-01,City_82C381D0,Ismailia,locality,Operator A,Day,5G,7,200533,21850,24,132295,24842,24,0,0.15859379760190756,0,7.543764639213705,0.0005700760306937778,0,0.007742804297153958,0,0.6975624984918317,0.7387957107506187,0.08571428571428572,0.4524984272611421
2026-03-01,City_82C381D0,Ismailia,locality,Operator A,Day,Multi-RAT,19,129906,14732,29,117224,12148,26,0,0.16152684263186567,0,9.671643512062822,0.0006609329241909099,0,0.007742804297153958,0,0.804079896720639,0.8238873414543759,0.10357142857142858,0.5174808555505593
2026-03-01,City_82C381D0,Ismailia,locality,Operator B,Day,5G,58,394558,36827,24,382638,29302,21,0,0.07658908329137193,0,6.44517405580234,0.0005424591285614663,0,0.007742804297153958,0,0.4049401558842692,0.5597542169250815,0.08571428571428572,0.2996411914530097
2026-03-01,City_82C381D0,Ismailia,locality,Operator C,Day,Multi-RAT,22,210175,24884,44,131503,11082,34,0,0.12985524158496764,0,7.264361088998946,0.0006567774969924743,0,0.007742804297153958,0,0.6830207403296252,0.7025259709985535,0.15714285714285714,0.46085634747441795
2026-03-01,City_82C381D0,Ismailia,locality,Operator C,Day,5G,15,279162,33335,43,260951,22416,30,0,0.0828586466855924,0,6.177628912021007,0.0009580065375587917,0,0.007742804297153958,0,0.5789767380130788,0.6014990854861268,0.15357142857142858,0.39796194087388553
2026-03-01,City_82C381D0,Ismailia,locality,Operator C,Day,LTE,5,14213,3410,49,4449,3038,38,0,0.07302679338312418,0,1.5906321799902727,0.0018567697798624854,0,0.007742804297153958,0,0.9785644048164861,0.959235394675497,0.175,0.6357728408616938
2026-03-01,City_D3A0D0CE,Cairo,locality,Operator A,Day,Multi-RAT,9,44207,20189,33,49148,13405,30,0,0.1492041082937261,0,5.023698741755219,0.0025432593619357843,0,0.007742804297153958,0,0.9333284066504187,0.7586520185054572,0.11785714285714285,0.5604189092184019
2026-03-01,City_D3A0D0CE,Cairo,locality,Operator A,Day,LTE,9,44207,20189,33,49148,13405,30,0,0.1492041082937261,0,5.023698741755219,0.0025432593619357843,0,0.007742804297153958,0,0.9333284066504187,0.7586520185054572,0.11785714285714285,0.5604189092184019
2026-03-01,City_D3A0D0CE,Cairo,locality,Operator B,Day,LTE,36,49511,15018,43,32079,11497,44,0,0.1673651189745869,0,6.628143831621898,0.0005222970481177143,0,0.007742804297153958,0,0.9253290823097898,0.8204683745561918,0.15357142857142858,0.5802967364065829
2026-03-01,City_4CCAF1A9,Sharqia,locality,Operator B,Day,Multi-RAT,13,235371,41077,38,216948,34847,33,0,0.07535059070898231,0,5.492108915883001,0.006538597496080223,0,0.007742804297153958,0,0.6450209333751599,0.508947890640877,0.1357142857142857,0.40051223719252504
2026-03-01,City_4CCAF1A9,Sharqia,locality,Operator B,Day,5G,10,295230,48977,40,284422,41112,31,1,-0.016725957180888207,0,3.0463435353878623,0.009861041851438605,1,0.007742804297153958,2,0.5547434907458797,0.41450789590082604,0.14285714285714285,0.4143227850023266
2026-03-01,City_991D2D87,Giza,locality,Operator A,Day,LTE,17,129782,19275,27,90380,11394,24,0,0.17572057496504578,0,8.95655900949248,0.0002445090884173515,0,0.007742804297153958,0,0.8042669095822977,0.7695783672639896,0.09642857142857143,0.5045510087142885
2026-03-01,City_991D2D87,Giza,locality,Operator A,Day,5G,17,235945,22310,21,213431,21799,21,0,0.14015556092885,0,5.734260920429499,0.0014223705760170076,0,0.007742804297153958,0,0.6441552448058686,0.7332966730822106,0.075,0.4268214325387896
2026-03-01,City_991D2D87,Giza,locality,Operator A,Day,Multi-RAT,31,172122,19532,23,123398,16137,22,0,0.15989974457219008,0,7.666549654458528,0.000714395017369368,0,0.007742804297153958,0,0.7404110663352719,0.7665060788275095,0.08214285714285714,0.4741084994424678
2026-03-01,City_991D2D87,Giza,locality,Operator B,Day,LTE,25,106449,19706,20,79357,18667,16,0,0.13227632058497624,0,4.617754877384172,0.0012598481699952271,0,0.007742804297153958,0,0.8394569991071644,0.7644260080572857,0.07142857142857142,0.5100965726828943
2026-03-01,City_991D2D87,Giza,locality,Operator B,Day,Multi-RAT,37,203775,22220,20,133906,16749,16,0,0.14493023723635673,0,5.439270981174566,0.0009214619989726208,0,0.007742804297153958,0,0.6926730170603991,0.7343725717564643,0.07142857142857142,0.44537229260402394
2026-03-01,City_991D2D87,Giza,locality,Operator B,Day,5G,11,439281,29904,18,385905,12866,14,0,0.011077412239797524,0,1.318294839605045,0.007432391918897743,0,0.007742804297153958,0,0.33749034772326925,0.6425147338346224,0.06428571428571428,0.2827848001419465
2026-03-01,City_991D2D87,Giza,locality,Operator C,Day,5G,10,367117,21504,32,361135,24538,24,0,0.05052895702501903,0,3.5688179987778383,0.009592599626731771,1,0.007742804297153958,1,0.44632580053570137,0.7429319434316386,0.11428571428571428,0.39473575651965587
2026-03-01,City_991D2D87,Giza,locality,Operator C,Day,Multi-RAT,16,224017,15245,32,56724,7486,28,0,0.13092444426368088,0,7.247172880442484,0.004241890387828848,0,0.007742804297153958,0,0.6621446755628484,0.8177547190111296,0.11428571428571428,0.46269452831307956
2026-03-01,City_991D2D87,Giza,locality,Operator C,Day,LTE,6,36124,9228,31,39272,7486,30,0,0.1509192889020653,0,5.303318969668787,0.0002649204402240173,0,0.007742804297153958,0,0.9455189305277383,0.8896845225998494,0.11071428571428571,0.589358762445351
2026-03-01,City_50C9176B,Dakahlia,locality,Operator B,Day,Multi-RAT,9,92401,24680,44,56504,14762,43,0,0.1319655099941801,0,6.310580186755928,0.003220933044760076,0,0.007742804297153958,0,0.860643746531213,0.7049646746601953,0.15714285714285714,0.5323932906873814
2026-03-01,City_50C9176B,Dakahlia,locality,Operator B,Day,5G,7,121879,33406,44,102418,33463,38,0,0.08994021774106647,0,5.163892333484668,0.00852184178403594,1,0.007742804297153958,1,0.8161859631765642,0.6006503209764378,0.15714285714285714,0.5270806399421037
2026-03-01,City_856AAA2D,Minya,locality,Operator A,Day,5G,5,113015,17269,36,80773,1773,34,0,0.1739958545835636,0,9.645141434965595,7.969134385469322e-06,0,0.007742804297153958,0,0.8295543664486861,0.7935589532701343,0.12857142857142856,0.5291049658049298
2026-03-01,City_856AAA2D,Minya,locality,Operator A,Day,Multi-RAT,12,90060,13740,40,73380,3733,39,0,0.17759949085379612,0,9.048110731466288,0.00017909528372410662,0,0.007742804297153958,0,0.8641743683791414,0.835746135730595,0.14285714285714285,0.5556761173549184
2026-03-01,City_856AAA2D,Minya,locality,Operator A,Day,LTE,8,82179,11699,42,70334,3733,40,0,0.1735747926365701,0,8.554229799819595,0.0004720934163291045,0,0.007742804297153958,0,0.876060242272146,0.8601451267767272,0.15,0.5674531222642039
2026-03-01,City_856AAA2D,Minya,locality,Operator B,Day,LTE,38,61939,12515,47,46440,6008,45,0,0.16308511201488618,0,7.186751855315769,0.0005436270656517759,0,0.007742804297153958,0,0.9065855674332183,0.8503903121301598,0.16785714285714284,0.5830694322564621
2026-03-01,City_856AAA2D,Minya,locality,Operator B,Day,Multi-RAT,65,174952,20187,46,82573,11131,44,0,0.14342120533435243,0,7.359718944341161,0.0009092910546777167,0,0.007742804297153958,0,0.7361429502183827,0.7586759273648851,0.16428571428571428,0.4954780798460444
2026-03-01,City_856AAA2D,Minya,locality,Operator B,Day,5G,31,306468,27393,44,303522,16293,44,0,0.07035043567587074,0,5.416230591931473,0.0020896507077316565,0,0.007742804297153958,0,0.5377946960739365,0.6725323068463019,0.15714285714285714,0.39676719694169216
2026-03-01,City_856AAA2D,Minya,locality,Operator C,Day,5G,9,165064,33894,41,91228,11507,40,0,0.11152549290031943,0,6.640401106876489,0.00544589750422737,0,0.007742804297153958,0,0.7510557177674284,0.5948165592760397,0.14642857142857144,0.46331417039075073
2026-03-01,City_856AAA2D,Minya,locality,Operator C,Day,Multi-RAT,12,134890,28585,41,61910,12928,40,0,0.13675872085238067,0,7.45299626806348,0.003312104125298298,0,0.007742804297153958,0,0.7965631862165489,0.6582826266272968,0.14642857142857144,0.49421037124065037
2026-03-01,City_CD875AED,Sohag,locality,Operator B,Day,Multi-RAT,5,41922,9165,41,42252,9041,46,0,0.16437465644884797,0,6.711053740816816,0.00018499327608071433,0,0.007742804297153958,0,0.9367745710769527,0.890437651671827,0.14642857142857144,0.5967259301937179
